Original form,Preposition,Variant form,Lemma form,Standard form,Description,Place name or non-name,Real or fictional,Type of place name,Type of locality,Type of non-name,Latitude,Longitude,Language,Work,Source,Page/Folio,Source type,Edition,Edition page,Edition page link,Level of certainty,Notes ,ID link,coordinateSource,mapLocation,year,yearFrom,yearTo,marker
Asia ær østerste i werden,,Asia,Asia,Asia,,Place name,real,choronym,continent,,29.84064,89.29688,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d4v,Early print,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7631),source,,1510,,,
Europa ær romæ rigæ oc alt thet ther nordæn ær oc vester ær fra romæ,,Europa,Europa,Europe,,Place name,real,choronym,continent,,48.69096,9.14062,Old Danish,Lucidarius,AM 76 8vo,90v,Manuscript,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7633),source,,,1452,1467,
Europa ær romæ rigæ oc alt thet ther nordæn ær oc vester ær fra romæ,,Romærigæ,Romerike,Roman Empire,,Place name,real,choronym,country,,41.8925,12.48499,Old Danish,Lucidarius,AM 76 8vo,90v,Manuscript,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7635),source,,,1452,1467,
Europa ær romæ rigæ oc alt thet ther nordæn ær oc vester ær fra romæ,fran,Romæ,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Lucidarius,AM 76 8vo,90v,Manuscript,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7637),source,,,1452,1467,🏙️
Europa ær rom rige oc alt thet ther ær norden oc westen fra rom,,Europa,Europa,Europe,,Place name,real,choronym,continent,,48.69096,9.14062,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d5r,Early print,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7639),source,,1510,,,
Europa ær rom rige oc alt thet ther ær norden oc westen fra rom,,Romrige,Romrike,Roman Empire,,Place name,real,choronym,country,,41.8925,12.48499,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d5r,Early print,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7641),source,,1510,,,
Europa ær rom rige oc alt thet ther ær norden oc westen fra rom,,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d5r,Early print,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7643),source,,1510,,,🏙️
Dommen worder op i wedret ywer en dall heder vallis Iosaphat,,Vallis Iosaphat,Vallis Joshafat,Kidron Valley,Valley of Josaphat,Place name,real,name of another natural feature,valley,,31.77707,35.23884,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",f1v,Early print,Kroon et al. 1993,274,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7645),source,,1510,,,⛰️
gyør myldælich met syon ath iherusalems mwr opbygges,mæth,Syon,Sion,Zion,,Place name,real,choronym,region,,31.5,34.75,Old Danish,Digte i AM 76 8vo,AM 76 8vo,116r,Manuscript,Kroon et al. 1993,462,,Educated guess,The text is based on Psalms 50 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7647),show-as,Israel,,1452,1467,
gyør myldælich met syon ath iherusalems mwr opbygges,,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Digte i AM 76 8vo,AM 76 8vo,116r,Manuscript,Kroon et al. 1993,462,,Commonly attested and known,The text is based on Psalms 50 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7649),source,,,1452,1467,🏙️
Stath op ta oc myskwndh syon,,Syon,Sion,Zion,,Place name,real,choronym,region,,31.5,34.75,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117r,Manuscript,Kroon et al. 1993,466,,Commonly attested and known,The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7651),show-as,Israel,,1452,1467,
tynæ tyenestæ mæn woctæ wæl syons stenæ oc the skwllæ myskwndæ syons landh,,Syon,Sion,Zion,,Place name,real,choronym,region,,31.5,34.75,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117r,Manuscript,Kroon et al. 1993,466,,Educated guess,The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7653),show-as,Israel,,1452,1467,
tynæ tyenestæ mæn woctæ wæl syons stenæ oc the skwllæ myskwndæ syons landh,,Syon,Sion,Zion,,Place name,real,choronym,region,,31.5,34.75,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117r,Manuscript,Kroon et al. 1993,466,,Educated guess,Parallel to the noun phrase syons stenæ the phrase syons landh is not considered a compound place name. The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7655),show-as,Israel,,1452,1467,
Wor herræ skal op byggæ syon,,Syon,Sion,Zion,,Place name,real,choronym,region,,31.5,34.75,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117r,Manuscript,Kroon et al. 1993,466,,Commonly attested and known,The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7657),show-as,Israel,,1452,1467,
the skwlla predikkæ wor herres nafen y syon oc hans loff i iherusalem,i,Syon,Sion,Zion,,Place name,real,choronym,region,,31.5,34.75,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117v,Manuscript,Kroon et al. 1993,469,,Commonly attested and known,The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7659),show-as,Israel,,1452,1467,
the skwlla predikkæ wor herres nafen y syon oc hans loff i iherusalem,i,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117v,Manuscript,Kroon et al. 1993,469,,Commonly attested and known,The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7661),source,,,1452,1467,🏙️
Iherusalem swarethæ wor herræ,,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Digte i AM 76 8vo,AM 76 8vo,117v,Manuscript,Kroon et al. 1993,469,,Commonly attested and known,The poem is based on Psalms 101 (in the Vulgate).,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7663),source,,,1452,1467,🏙️
The ordh kyerestæ venner ther iek sawdhæ till forne poo latinæ for ether,upa,latinæ,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,129r,Manuscript,Kroon et al. 1993,514,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7665),show-as,Europe,,1452,1467,
Gutz folk syer ysaias propheta skall kommæ till hymmerighes iherusalem,,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,133r,Manuscript,Kroon et al. 1993,530,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7667),source,,,1452,1467,🏙️
Thessæ ordh mynnæ kieræ wenner Iek burdhæ myn tale a latine For ether,a,latine,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,133r,Manuscript,Kroon et al. 1993,530,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7669),show-as,Europe,,1452,1467,
En man syer han for aff iherusalem oc til iericho,af,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,134v,Manuscript,Kroon et al. 1993,537,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7671),source,,,1452,1467,🏙️
En man syer han for aff iherusalem oc til iericho,til,Iericho,Jeriko,Jericho,,Place name,real,settlement name,city,,31.86667,35.45,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,134v,Manuscript,Kroon et al. 1993,537,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7673),source,,,1452,1467,🏙️
thennæ man ther for fran iherusalem oc yn til iericho,fran,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,134v,Manuscript,Kroon et al. 1993,537,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7675),source,,,1452,1467,🏙️
thennæ man ther for fran iherusalem oc yn til iericho,intil,Iericho,Jeriko,Jericho,,Place name,real,settlement name,city,,31.86667,35.45,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,134v,Manuscript,Kroon et al. 1993,537,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7677),source,,,1452,1467,🏙️
wi allæ sammen meth hannum / ther fullæ aff paradiss,af,Paradiss,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,134v,Manuscript,Kroon et al. 1993,537,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7679),show-as,Middle East,,1452,1467,
the andæligæ kledher / ther wor herræ kledæ hannum meth i paradiss,i,Paradiss,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,135r,Manuscript,Kroon et al. 1993,538,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7681),show-as,Middle East,,1452,1467,
ower marken hoss beth|lehem,hos,Bethlehem,Bethleem,Bethlehem,,Place name,real,settlement name,city,,31.70487,35.20376,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,135r,Manuscript,Kroon et al. 1993,538,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7683),source,,,1452,1467,🏙️
han er fødh i dauidh koninghs stadh thet er i betleem,i,Betleem,Bethleem,Bethlehem,,Place name,real,settlement name,city,,31.70487,35.20376,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,135v,Manuscript,Kroon et al. 1993,541,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7685),source,,,1452,1467,🏙️
thet sygnætæ lius ther i dagh tendes vpp i betleem,i,Betleem,Bethleem,Bethlehem,,Place name,real,settlement name,city,,31.70487,35.20376,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,136r,Manuscript,Kroon et al. 1993,542,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7687),source,,,1452,1467,🏙️
kere venner Te ordh iek begyntæ myn talæ a latinæ for ether,a,latinæ,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,138v,Manuscript,Kroon et al. 1993,553,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7689),show-as,Europe,,1452,1467,
aff then werdustæ slecth ther i alt iraselss folk wor,,Irasel,Israel,Israel,,Place name,real,choronym,country,,31.5,34.75,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,139v,Manuscript,Kroon et al. 1993,557,,Educated guess,The form is emended by the editors to israelss.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7691),source,,,1452,1467,
hun lather vpp paredyss,,Paredyss,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Prædikener i AM 76 8vo,AM 76 8vo,142r,Manuscript,Kroon et al. 1993,566,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7693),show-as,Middle East,,1452,1467,
"een bogh, som man kaller veyledhere aff Englandh ok tel thet hellie landh",af,Englandh,Ængland,England,,Place name,real,choronym,country,,52.16045,-0.70312,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7695),source,,,1459,,
"een bogh, som man kaller veyledhere aff Englandh ok tel thet hellie landh",til,Thet Hellie Landh,Thæt Helaghe Land,Holy Land,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7697),show-as,Middle East,,1459,,
"thet hellie landh, som Jherusalem j liggher",,Jherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7699),source,,,1459,,🏙️
thel andre landh paa hynsidhe mæreth,,Mæreth,Mæret,Mediterranean Sea,,Place name,real,hydronym,sea,,35,20,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Educated guess,The interpretation is based on the textual context.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7701),source,,,1459,,🌊
"een stadh, som hedher Leodicia",,Leodicia,Leodicia,Liège,,Place name,real,settlement name,city,,50.63373,5.56749,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Educated guess,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7703),source,,,1459,,🏙️
ponne galische mool,upa,galische mool,gallisk mal,French language,,Non-name,real,,,language designation,46,2,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7705),show-as,France,,1459,,
Iohannes affh Mandewylle,af,Mandewylle,Mandeville,Mandeville,,Place name,fictional,settlement name,city,,52.16045,-0.70312,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Unknown,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7707),show-as,England,,1459,,🏙️
omseth ponne latyne,upa,latyne,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7709),show-as,Europe,,1459,,
seth aff lathyne ok paa danskæ,af,lathyne,latin,Latin,,Non-name,real,,,language designation,48.69096,9.14062,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,1,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7711),show-as,Europe,,1459,,
"thet hellie land, som Jherusalem jnnen liggher",,Thet Hellie Land,Thæt Helaghe Land,Holy Land,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,2,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7713),show-as,Middle East,,1459,,
"thet hellie land, som Jherusalem jnnen liggher",,Jherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Mandevilles Rejse,M 307,1,Manuscript,Lorenzen 1881-1882,2,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7715),source,,,1459,,🏙️
"[J]ek Iohannes aff Mandhewyllæ, riddhere oc oppfoostreth j Engeland j sancti Albani byy",af,Mandhewyllæ,Mandeville,Mandeville,,Place name,fictional,settlement name,city,,52.16045,-0.70312,Old Danish,Mandevilles Rejse,M 307,2,Manuscript,Lorenzen 1881-1882,4,,Unknown,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7717),show-as,England,,1459,,🏙️
"[J]ek Iohannes aff Mandhewyllæ, riddhere oc oppfoostreth j Engeland j sancti Albani byy",i,Engeland,Ængeland,England,,Place name,real,choronym,country,,52.16045,-0.70312,Old Danish,Mandevilles Rejse,M 307,2,Manuscript,Lorenzen 1881-1882,4,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7719),source,,,1459,,
"[J]ek Iohannes aff Mandhewyllæ, riddhere oc oppfoostreth j Engeland j sancti Albani byy",i,Sancti Albani Byy,Sancti Albani By,St Albans,,Place name,real,settlement name,city,,51.75,-0.33333,Old Danish,Mandevilles Rejse,M 307,2,Manuscript,Lorenzen 1881-1882,4,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7721),source,,,1459,,🏙️
tha fordh iek aff stædh aff Marsiliess haffh,af,Marsilliess Haffh,Marseilles Hav,Gulf of Lion,Golfe du Lion,Place name,real,hydronym,gulf,,43,4,Old Danish,Mandevilles Rejse,M 307,2,Manuscript,Lorenzen 1881-1882,4,,Educated guess,The form haffh might be a mistake for haffn 'harbour'.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7723),source,,,1459,,🌊
saa bleff iek j the land paa hynsidæ mæreth,,Mæreth,Mæret,Mediterranean Sea,,Place name,real,hydronym,sea,,35,20,Old Danish,Mandevilles Rejse,M 307,2,Manuscript,Lorenzen 1881-1882,4,,Educated guess,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7725),source,,,1459,,🌊
"J forneffnde tidh ford jek j mangæ lande oc rygæ ok øø, som er Turken, Armenia, Egyptæ landh thet større ok myndre, Libia thet nætræ oc offræ, Suria, Arabia, Persia, Caldea ok een stoor deel aff Ethiopia, Tartaria, Amazonia, thet myndre India oc thet medelæ och een stoor deel aff thet størræ India",,Turken,Turken,Turkey,,Place name,real,choronym,country,,39,35,Old Danish,Mandevilles Rejse,M 307,2,Manuscript,Lorenzen 1881-1882,4,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7727),source,,,1459,,
